Australia,Austria,Belgium,Canada,Denmark,Finlad,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
0,NA,NA,NA,NA,NA,0.49,0.08,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.39,0.06,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.49,0.02,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.53,0.03,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.44,0.03,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.49,0.03,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.52,0.03,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.97,0.05,NA,0.29,NA,NA,NA,NA,NA,NA,NA,0.08
NA,NA,NA,0.03,NA,NA,1.08,0.06,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.88,1.07,13.26,20.53,82.91,0.67,16.18,74.16,12.23,417.29,38.25,NA,79.49,NA,24.85,13.81,72.61,114.92
19.41,0.97,12.67,70.36,16.26,1.89,5.67,65.2,0.93,423.51,40.76,0.05,125.19,NA,25.21,29.57,81.35,226.38
40.69,0.74,6.18,48.61,57.14,1.83,20.39,68.57,1.44,327.36,75.54,NA,39.13,NA,24.3,9.51,125.54,121.13
33.67,0.63,2.57,28.84,107.99,0.28,21.53,94.85,0.09,387.47,81.23,0.26,30,NA,23.08,28.84,114.76,54.07
25.06,0.92,4.81,141.78,39.26,0.25,16.89,31.04,1.1,342.2,7.29,NA,73.81,0.61,22.76,14.49,104.01,107.4
40.38,0.74,3.89,105.55,26.95,2.16,18.52,82.97,4.41,171.45,20.79,0.32,12.36,0.05,40.57,29.15,142.23,136.9
24.67,0.53,2.33,72.72,135.78,0.97,8.23,11.81,1.94,400.12,44.58,0.73,52.01,0.07,40.9,17.91,151.85,292.05
62.7,0.77,2.07,79.28,326.36,0.35,9.17,22.22,0.37,191.13,62.39,0.68,32.11,0.04,29.47,34.48,156.26,85.33
37.51,2.41,2.2,57.18,24.27,2.62,9.57,10.45,0.37,343.08,85.8,0.53,54.41,0.15,8.09,11.53,195.68,193.43
42.72,2.09,3.61,49.14,22.4,1.1,7.66,40.56,2.37,188.78,110.53,0.49,22.5,2.55,12.44,21.76,149.88,137.22
24.78,2.48,5.23,151.87,14.58,0.72,13.41,84.86,0.54,206.68,91.14,0.69,126.77,7.37,55.53,12.67,360.29,125.05
49.28,1.31,3.6,69.3,67.3,3.42,7.51,34.51,0.89,326.81,140.93,1.18,54.74,0.11,64.52,25.99,296.59,105.97
25.75,3.24,2.26,88.38,145.01,1.23,6.7,31.62,1.87,186.96,51.34,0.67,14.14,0.25,125.12,8.49,228.79,92.67
8.25,0.52,1.99,106.38,118.1,1.93,6.82,104.27,16.54,487.69,171.89,0.65,34.48,1.57,4.05,17.38,193.7,84.49
68.6,0.61,1.81,66.04,12.25,2.27,9.18,66.59,22.49,484.27,44.66,1.64,35,12.33,12.88,39.8,235.4,98.43
105.59,0.52,4.31,54.6,7.51,0.98,7.09,77.92,2.56,861.59,91.68,1.01,4.53,9.04,6.22,23.01,260.14,190.54
6.13,0.47,1.59,3.97,14.24,0.54,2.22,58.65,0.53,480.96,21.29,1.31,5.35,6.4,30.16,26.99,862.14,165.29
52.18,0.62,1.54,37.77,129.98,2.66,6.67,33.48,0.38,512.16,102.11,0.11,63.9,7.09,28.86,26.3,60.97,175.16
70.36,0.71,1.65,99.98,23.45,0.5,6.08,94.67,1.71,756.78,52.75,2.59,7.39,5.72,118.61,56.49,22.32,194.56
NA,0.02,NA,33.07,NA,NA,0.01,0.02,NA,0.11,0.34,NA,0.03,NA,NA,NA,1.18,NA
NA,0.01,NA,NA,NA,NA,0.03,0.03,NA,0.09,NA,NA,NA,NA,NA,NA,1.34,NA
NA,0.01,0.01,0.24,NA,NA,0.03,0.03,NA,0.14,NA,NA,NA,NA,NA,NA,1.14,NA
NA,0.01,0.03,0.22,NA,NA,0.05,0.03,NA,0.07,0.17,0.04,NA,NA,NA,NA,0.74,0.57
NA,0.02,0.03,0.23,NA,NA,0.04,0.76,NA,0.13,NA,NA,NA,NA,NA,NA,0.72,NA
NA,0.02,NA,0.23,NA,NA,NA,0.02,NA,0.2,0.1,NA,NA,NA,NA,NA,0.74,NA
NA,0.02,NA,0.19,NA,NA,0.03,0.02,NA,0.26,NA,0.02,0.62,NA,NA,0.13,0.97,0.04
0.05,NA,NA,0.29,NA,NA,0.01,0.04,NA,0.3,NA,0.03,NA,0.02,NA,NA,0.29,1.31
0.08,NA,NA,0.09,NA,NA,0.02,0.04,NA,0.39,0.02,NA,NA,0.04,NA,NA,0.41,2.3
NA,NA,NA,0.62,NA,NA,0.01,0.01,NA,0.44,NA,NA,NA,0.03,NA,NA,1.78,0.96
0.02,NA,NA,0.31,NA,NA,0.03,0.03,NA,0.86,0.01,NA,NA,0.03,NA,NA,0.28,1.2
NA,NA,NA,0.09,NA,NA,0.02,0.01,NA,0.93,NA,NA,NA,0.02,NA,NA,0.38,1.24
NA,NA,NA,0.24,NA,NA,0.17,NA,NA,0.63,NA,NA,NA,0.04,NA,NA,2.72,1.91
0.37,NA,NA,0.1,NA,NA,0.21,0.02,NA,0.12,NA,0.02,NA,0.02,NA,NA,0.04,3.03
NA,NA,NA,1.43,NA,NA,0.08,NA,NA,0.1,NA,0.02,NA,NA,NA,NA,2.4,0.46
NA,NA,NA,0.14,NA,NA,0.11,0.02,0.07,0.09,NA,0.02,NA,0.15,NA,NA,0.19,0.39
NA,NA,NA,1.1,NA,NA,0.03,0.01,NA,0.04,NA,0.02,NA,0.03,NA,NA,0.53,0.33
0.25,NA,NA,0.79,NA,0.01,0.03,0.1,NA,1.2,NA,0.01,NA,0.04,NA,NA,0.09,0.09
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2.41,0.02,0.2,NA,0.01,3.75,3.66,0.1,0.41,0.23,NA,NA,2.07,9.72,3.67,0.12,15.05
NA,0.66,0.01,0.31,NA,NA,5.09,16.35,0.14,0.16,0.06,NA,0.25,NA,4.25,6.31,NA,14.79
NA,1.51,0.16,0.16,NA,0.11,1.2,19.68,0.13,0.37,NA,NA,2.95,0.15,13.87,2.21,0.79,14.7
NA,0.87,0.09,NA,0.7,0.18,1.49,21.83,0.52,0.43,NA,NA,4.07,0.43,15.12,3.37,1.12,12.67
NA,1.1,0.03,NA,0.48,0.56,4.53,23.13,0.28,0.57,NA,NA,7.49,0.7,16.04,1.23,0.71,17.61
NA,6.25,0.13,NA,4.57,0.53,4.13,16.38,0.11,1.39,NA,NA,0.28,0.26,28.14,0.33,0.42,50.3
NA,0.87,0.15,0.09,0.67,0.59,0.97,16.67,0.16,0.47,NA,NA,2.57,0.17,21.82,0.5,0.13,28.21
NA,NA,NA,14.83,0.09,NA,NA,0.19,NA,0.07,0.01,NA,NA,5.02,NA,NA,19.93,8.49
NA,NA,NA,0.09,NA,NA,NA,0.35,NA,0.05,NA,NA,NA,NA,NA,0.48,22.32,4.46
NA,NA,NA,0.4,NA,NA,NA,0.15,NA,0.23,0.02,NA,NA,NA,NA,NA,10.83,6.42
NA,NA,NA,0.31,NA,NA,NA,0.1,NA,0.25,0.01,0.03,NA,NA,NA,NA,14.08,1.46
NA,NA,NA,0.32,NA,0.14,NA,0.09,NA,0.75,NA,NA,NA,NA,NA,NA,6.03,1.24
NA,NA,NA,0.35,NA,NA,NA,0.12,NA,0.25,NA,NA,NA,2.19,0.01,NA,35.1,0.11
NA,NA,NA,0.1,NA,NA,NA,0.14,NA,0.35,0.02,0.02,NA,0.16,NA,NA,53.6,1.67
NA,NA,NA,2.08,NA,NA,NA,0.17,NA,0.68,NA,NA,0.35,0.12,NA,0.08,12.22,2.52
NA,NA,NA,1.55,NA,NA,0.49,0.14,NA,0.65,NA,0.01,NA,0.15,NA,0.06,10.8,14.35
NA,NA,NA,0.75,NA,NA,NA,0.08,NA,0.78,NA,NA,0.4,0.24,NA,NA,25.25,2.53
NA,NA,NA,0.24,NA,0.13,NA,0.07,NA,0.74,NA,NA,NA,0.22,NA,NA,4.02,2.55
NA,NA,NA,1.27,NA,NA,NA,0.07,NA,1.22,NA,NA,NA,0.22,NA,NA,0.48,2.64
NA,0.01,NA,0.05,NA,NA,0.01,NA,0.8,1.92,NA,NA,NA,0.29,NA,NA,4.17,2.54
0.07,NA,NA,0.13,NA,0.03,NA,0.04,NA,1.62,NA,0.01,NA,0.02,0.1,NA,2.27,2.51
NA,NA,NA,0.67,NA,0.02,NA,0.02,0.34,1.56,NA,0.02,NA,NA,NA,NA,1.29,4.59
NA,NA,NA,0.23,NA,0.04,0.01,0.02,NA,1.47,NA,0.01,NA,NA,NA,NA,0.09,3.25
NA,NA,NA,0.55,NA,0.05,NA,0.04,NA,7.18,NA,0.02,NA,0.28,NA,NA,0.06,4.42
0.74,NA,NA,0.53,NA,0.03,NA,0.11,NA,1.67,NA,0.02,NA,0.03,NA,NA,0.09,5.91
1.28,NA,NA,0.08,NA,0.02,NA,0.13,NA,1.24,NA,0.02,NA,0.05,NA,NA,0.56,2.27
NA,NA,1.78,32.15,8.77,NA,41.15,18.9,4.25,4.27,2.9,NA,105.27,NA,NA,1.84,11.34,34.78
NA,NA,6.34,14.74,24.29,NA,52.1,57.15,0.41,12.33,7.58,NA,NA,NA,NA,5.43,12.7,25.69
NA,0.01,3.97,22.65,40.43,NA,27.27,43.26,0.73,47.05,3.76,NA,0.11,NA,NA,25.07,0.03,30.53
NA,0.01,2.45,2.64,37.83,NA,49.41,29.1,3,47.6,7.42,NA,0.78,NA,NA,8.54,NA,21.36
NA,0.02,28.22,2.56,3.77,NA,35.53,32.61,0.3,25.18,6.76,NA,0.05,1.43,NA,11.93,NA,23.87
NA,0.03,6.07,4.76,26.11,0.06,36.14,40.24,0.49,7.12,7.04,NA,0.2,0.73,NA,16.58,NA,27.76
NA,0.05,6.94,3.39,43.55,NA,38.77,18.95,0.2,6.06,10.12,NA,NA,0.92,0.31,11.64,2.27,26.2
NA,0.06,8.87,4.78,122.34,NA,31.77,22.28,18.97,6.27,1.23,NA,NA,0.93,0.29,6.6,0.21,27.55
NA,0.35,6.83,3.91,9.3,0.62,23.72,22.6,0.33,7.21,2.74,0.06,0.24,1.13,0.19,18.37,0.11,27.27
NA,0.02,17.36,8.48,6.8,0.09,31.33,29.03,2.58,6.32,1.6,NA,NA,0.56,0.15,8.04,0.09,34.91
NA,0.04,15.01,5.92,4.66,1.03,44.56,15.08,0.02,19.57,18.75,NA,0.38,2.34,0.66,28.1,27.82,35.72
NA,0.06,11.87,13.47,157.93,0.39,67.95,50.1,9.58,39.81,7.39,NA,0.36,0.38,NA,19.61,NA,31.93
NA,0.05,23.43,8.67,119.83,0.03,59.64,10.39,0.04,14.04,17.99,NA,0.09,0.53,2.24,6.07,NA,25.76
NA,0.02,16.24,0.78,18.87,0.37,105.26,40.71,0.36,5.04,86.01,NA,NA,2.46,0.2,6.05,2.44,372.53
NA,NA,19.81,1.32,61.02,NA,77.12,21.7,1.6,24.34,38.15,NA,NA,2.1,NA,29,NA,21.48
NA,0.01,47.02,2.5,18.53,0.88,67.73,23.35,5.01,15.84,31.52,NA,NA,1.18,NA,5.85,NA,87.9
NA,NA,23.88,15.23,NA,0.01,40.63,90.99,2.45,27.11,41.19,NA,NA,3.04,0.04,6.73,0.04,69.27
0.39,0.1,47.24,16.01,3.07,0.76,54.04,37.37,1.34,20.9,13.86,NA,0.09,1.06,2.19,17.1,NA,70.86
0.47,0.04,31.12,2.48,0.97,0.43,38.17,70.46,0.63,36.96,6.06,NA,NA,1.17,0.75,23.67,0.12,66.23
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.85,24.34,0.02,NA,29.55,0.07,0.01,2.93,NA,17.22,0.1,0.05,1.91,NA,0.03,13.92,2.21,NA
1.2,11.62,NA,1.78,1.98,NA,0.03,0.44,0.22,19.18,7.31,0.06,3.12,NA,0.5,4.96,2.47,NA
1.1,0.08,0.01,0.48,1.91,NA,0.03,2.87,0.18,16.49,13.01,NA,0.62,NA,NA,2.07,0.15,NA
2.74,3.39,NA,0.13,8.64,NA,NA,3.67,NA,32.32,0.02,0.05,0.56,NA,NA,3.21,0.08,NA
NA,1.01,NA,4.04,42.92,NA,0.01,0.37,NA,6.85,0.17,NA,0.28,NA,NA,8.23,NA,NA
NA,4.66,NA,0.39,22.12,NA,0.1,0.29,NA,4.6,0.7,0.02,0.42,NA,0.64,16.08,0.21,NA
4.19,3.37,NA,0.25,1.69,NA,0.07,6.09,0.07,6.81,2.01,0.3,0.91,NA,NA,7.03,0.03,NA
0.56,7.9,NA,0.55,25.04,NA,0.06,0.28,0.03,11.33,5.01,0.26,2.71,NA,NA,4.97,0.03,NA
2.45,5.31,NA,0.28,4.81,NA,0.08,0.19,0.02,24.28,11.87,0.27,5.27,NA,0.35,4.42,NA,NA
2.77,31.91,NA,0.19,1.81,NA,0.01,0.11,NA,5.76,0.14,0.19,0.83,NA,1.7,15.14,NA,0.35
1.8,3.57,NA,6.23,74.38,0.03,0.08,0.11,NA,10.9,15.02,0.2,4.36,NA,1.64,15.97,NA,1.53
1.47,2.19,NA,0.29,28.04,0.05,0.03,0.12,NA,17.09,0.14,0.27,0.25,NA,NA,0.54,NA,NA
1.53,5.95,NA,1.6,9.48,0.21,0.18,0.09,NA,33.29,0.88,0.24,0.04,NA,NA,0.2,NA,NA
1.83,2.08,0.01,0.12,2.32,NA,0.28,0.17,NA,8.32,1.67,0.18,0.4,NA,2.02,0.24,NA,0.09
0.36,2.53,NA,0.2,30.15,0.09,0.2,0.13,NA,43.69,NA,0.26,0.45,NA,NA,7.19,NA,NA
6.54,11.13,NA,0.33,10.53,0.56,0.23,0.08,NA,23.69,14.86,0.01,6.54,NA,NA,0.95,NA,0.05
2.87,6.28,NA,0.1,15.23,0.23,0.17,0.7,NA,39.31,0.38,0.04,0.38,0.2,NA,9.07,NA,0.08
7.84,0.13,NA,0.4,2.21,0.26,0.18,0.38,NA,16.23,NA,0.04,0.05,NA,NA,0.01,NA,0.28
6.85,3.21,NA,0.76,11.57,0.89,0.22,0.62,NA,55.62,NA,NA,0.26,0.01,NA,0.01,NA,0.11
NA,1.2,8.72,33.91,10.72,NA,14.76,133.99,10.8,91.24,49.8,NA,6.86,4.89,0.71,23.96,36.96,190.44
NA,0.78,10.57,15.21,2.06,0.05,9.95,61.16,3.84,130.01,23.88,NA,5.6,2.48,3.24,38.51,41.41,157.44
NA,51.5,61.17,6.13,10.42,0.03,40.64,112.68,4.98,80.46,50.28,NA,5.12,21.82,2.03,10.04,14,120.29
NA,87.8,82.39,21.05,38.11,0.1,26.4,136.99,24.68,154.83,69.59,NA,6.5,20.55,NA,28.4,14.93,125.47
NA,0.34,9.75,40.3,61.82,0.03,21.03,58.01,0.29,339.66,71.53,NA,8.82,28.98,NA,35.37,12.76,213.19
NA,0.33,38.18,13.59,3.59,0.2,11.09,45.9,2,31.4,31.82,NA,9.88,77.87,30.85,19.02,13.25,141.43
NA,158.84,20.47,4.19,52.49,0.78,11.59,64.09,2.21,66.61,27.59,NA,22.76,25.65,22.11,27.24,68.11,147.57
0.29,0.73,17.17,20.54,11.5,0.02,9.25,73.1,1.85,400.38,18.51,NA,0.72,68.74,72.33,15,19.03,325.29
0.03,111.86,11.61,14.08,34.01,3.39,9.72,39.46,2.02,35.63,57.69,NA,0.49,67.16,30.46,3.37,71.66,143.36
NA,0.38,33.22,25.27,7.35,0.28,35.61,371.41,4.89,38.17,37.33,0.01,7,63.89,20.17,27.22,20.89,228.33
NA,0.34,20.24,9.92,12.43,0.24,30.28,66.72,2.02,38.43,76.34,NA,1.26,141.85,38.21,20.81,17.24,323.94
NA,0.21,17.03,20.08,48.61,1.59,19.03,46.95,4.36,532.65,114.13,NA,0.35,67.08,39.58,16.13,62.18,212.62
NA,0.34,14.41,20.78,103.54,1.09,18.11,12.68,3.51,55.96,22.1,NA,0.17,78.55,47.88,29.25,9.95,193.18
NA,0.22,12.58,16.44,7.23,0.32,40.52,43.89,4.16,97.5,50.87,NA,4.7,60.64,13.02,10.59,10.63,253.06
NA,0.46,18.04,31.26,27.66,0.85,6.85,65.63,7.87,34.06,49.59,NA,6.9,76.85,26.21,21.08,1.57,199.56
NA,0.19,17.24,24.95,5.17,2.53,15.78,67.86,13.59,31.15,63.92,0.35,3.31,78.01,9.89,11.6,1.05,132.37
NA,0.61,40.59,31.9,19.85,0.79,11.57,27.62,12,60.27,88.5,0.03,2.78,84.72,54.54,48.15,0.48,105.57
0.03,0.17,23.58,28.2,62.12,1.03,9.22,52.36,61.47,45.26,60.57,0.01,1.77,183.03,51.56,32.97,0.09,65.5
0.01,0.18,49.75,27.11,8.46,2.03,10.15,57.12,8.4,18.22,6,NA,1.37,42.17,28.93,14.77,0.15,70.37
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,184.93,NA,NA,NA,NA,NA,NA,18.78,NA,NA,0.06,NA,NA,NA,NA,NA,116.82
NA,139.44,1.16,1.73,NA,NA,1.28,332.81,44.46,NA,51.4,NA,6.58,NA,NA,21.98,NA,133.75
NA,128.01,3.58,NA,NA,17.18,4.92,48.97,70.55,25.06,44.18,0.03,NA,NA,NA,45.85,0.88,356.46
NA,65.12,6.79,14.73,NA,15.75,4.53,34.38,6.89,106.9,74.67,NA,59.79,10.42,NA,12.46,2.58,326.8
NA,61.53,6.26,38.44,NA,8.19,8.42,47.47,8.3,52.21,68.25,NA,113.08,53.56,58.9,17.65,4.82,340.68
NA,43.27,9.33,32.28,NA,9.05,114.33,131.29,7.06,20.62,76.82,NA,78.16,52.39,20.48,206.27,9.93,400.26
NA,224.61,2.36,18.93,NA,5.61,18.39,25.21,33.87,13.62,63.78,NA,34.63,67.35,43.01,44.1,10.7,139.16
0.03,18.42,11.24,27.43,NA,13.58,2.03,27.25,4.85,19.2,42.95,NA,29.83,48.19,51.52,23.21,9.64,149.29
NA,13.35,3.27,8.09,NA,8.26,1.89,26.1,8.85,15.69,32.86,NA,38.06,48.6,55.44,16.73,10.72,87.55
NA,16.98,0.94,0.19,0.1,9.69,14.31,24.63,6.4,25.16,105.13,NA,34.43,43.07,41.19,11.12,16.62,92.33
NA,20.72,1.32,39.23,0.03,8.28,3.14,53.43,10.04,24.33,21.89,NA,25.1,30.38,57.64,26.35,12.52,63.66
NA,26.8,2.05,21.94,NA,3.66,3.06,24.78,4.11,12.27,44.94,NA,23.95,7.2,54.81,30.4,7.33,40.67
NA,31.8,0.22,4.63,NA,3.11,2.93,24.92,5.35,3.48,29.38,NA,25.18,44.78,51.81,22.23,6.29,62.31
0.03,33.08,0.51,1.84,NA,3.59,5.6,32.63,6.86,11.76,30.79,NA,20.41,30.1,50.68,33.96,9.12,32.15
0.01,42.39,1.73,0.48,NA,3.07,7.16,64.8,12.13,4.17,11.62,NA,40.21,44.1,41.58,18.52,9.62,24.22
0.03,32.41,0.23,0.31,4.8,3.17,4.16,72.17,8.94,140.98,25.11,NA,14.56,4.24,20.61,14.13,18.2,41.4
0.01,36.11,0.26,0.21,0.03,2.87,3.19,117.81,5.94,3.88,3.47,NA,13.76,44.22,26,18.83,6.16,45.13
0.01,29.47,0.25,0.09,0.17,1.79,2.94,119.19,2.87,3.33,0.74,NA,33.92,0.65,18.54,26.82,3.03,45.65
1.92,NA,0.16,0.48,0.33,0.02,0.43,7.73,0.68,35.21,1.14,0.05,29.97,NA,14.72,NA,19.42,14.54
1.96,NA,0.59,1.74,0.03,NA,0.53,10.43,0.13,3.02,0.66,0.05,6.39,NA,13.63,NA,21.74,19.43
1.63,NA,0.99,0.66,NA,NA,0.57,5.62,0.14,53.46,0.06,NA,31.18,NA,11.72,NA,12.21,46.34
1.38,NA,0.58,0.31,4.03,NA,1.39,18.29,NA,4.12,0.16,0.05,5.83,NA,7.69,NA,10.34,2.25
NA,NA,0.63,0.34,2.18,0.13,0.38,3,NA,4.9,0.01,NA,11.72,NA,3.79,0.04,10.53,0.56
0.35,NA,0.66,0.21,NA,0.25,0.7,7.75,NA,4.03,1.14,0.11,2.97,NA,8.7,NA,8.03,1.42
NA,NA,0.49,0.72,NA,0.02,0.67,4.96,0.01,5.73,0.12,0.21,5.95,NA,0.2,NA,7.01,NA
NA,NA,0.48,0.16,NA,NA,0.56,2.59,0.01,7.02,NA,0.23,0.54,NA,0.42,NA,5.64,1.17
NA,NA,0.78,0.09,1.37,0.73,0.63,2.87,NA,6.69,1.59,0.09,3.76,0.02,1.37,NA,5.38,0.19
0.17,NA,0.69,0.34,2.95,0.93,0.8,2.52,NA,6.03,1.55,0.03,2.93,0.02,1.89,NA,3.18,15.83
0.27,NA,0.45,0.24,3.36,0.19,1.13,2.44,NA,4.53,0.06,NA,3.31,0.01,0.06,NA,1.5,17
NA,NA,0.18,4.47,0.04,0.03,1.38,3.41,0.01,2.16,0.05,NA,11.18,0.01,0.05,NA,0.52,27.41
NA,0.01,NA,0.21,0.01,0.14,1.52,1.82,NA,7.13,NA,0.02,0.87,0.18,2.29,NA,0.28,41.33
0.33,NA,0.02,0.43,NA,NA,1.58,1.39,NA,6.29,NA,0.02,0.85,0.17,7.63,NA,0.06,47.91
0.08,NA,0.18,0.4,NA,2.09,9.97,3.29,NA,4.51,0.1,0.02,0.35,NA,3.21,NA,0.39,249.67
0.62,0.01,0.29,0.43,NA,0.03,2.46,438.68,NA,22.47,NA,0.07,0.25,NA,4.81,NA,1.08,234.14
1.3,0.01,0.37,4.38,NA,0.14,0.84,1.71,NA,2.24,NA,NA,0.76,0.06,2.24,NA,1.09,110.45
0.71,NA,0.3,0.89,NA,0.52,6.57,1.56,NA,15.78,NA,NA,0.42,NA,13.17,NA,1.22,57.07
2.56,NA,0.12,0.08,NA,1.03,0.83,2.58,NA,5.85,NA,NA,0.24,NA,2.87,NA,1.69,100.12
NA,8.16,3.9,4.29,NA,0.07,30.35,94.05,61.9,59.42,0.37,0.08,3.1,NA,NA,3.1,11.65,7.83
NA,2.98,6.51,6.54,NA,0.07,33.33,64.28,9.54,389.04,1.22,0.05,4.56,NA,NA,2.73,13.06,5.98
NA,4.15,9.3,10.58,0.57,0.55,39.67,112.16,8.36,632.31,0.46,NA,4.5,NA,NA,2.5,11.9,11.68
NA,3.09,6.83,22.87,NA,0.04,37.66,135.13,3.26,128.07,0.45,0.19,4.51,NA,NA,1.85,13.04,7.31
NA,2.68,8.27,3.03,NA,0.09,34.65,86.94,1.27,190.76,0.24,NA,4.32,11.48,NA,3.21,14.33,18.55
0.05,2.51,7.64,7.55,NA,1.39,36.6,78.46,2.81,235.15,0.39,0.06,5.24,10.42,3.02,2.58,17.17,23.31
0.09,1.92,5.99,1.89,NA,0.52,40.5,64.64,4.67,60.43,5.25,0.16,7.6,9.33,2.82,1.04,16.76,21.77
0.17,2.68,8.65,21.23,NA,0.37,33.42,51.14,7.18,64.54,2.25,0.21,13.7,10.8,2.45,4.19,14.79,29.97
0.18,2.13,5.06,11.78,1.99,4.56,34.91,61.14,9.88,47.19,7.83,0.24,3.95,12.49,3.8,3.15,19.37,28.69
0.27,3.43,5.07,17.17,0.66,4.79,43.1,64.76,7.61,35.78,2.5,0.1,3.32,10.91,3.72,1.36,24.47,32.57
